problem,dim,f,normg,iteration,fevals,gevals,success,stopping_criteria
LUKSAN15LS,100,27015.846760787113,3.0028414679199988e+16,27,127,27,False,TR radius too small,LUKSAN15LS,100,27015.846760787113,88383173731278.05,27,127,27,False,TR radius too small,LUKSAN15LS,100,27015.846760787113,5.214175979671725e+33,27,127,1,False,TR radius too small,LUKSAN15LS,100,3.5696968772296773,0.0002991909066027221,73,74,74,False,TR radius too small
METHANL8LS,31,3.695230603928213,29.62967065728633,1000,1032,1001,False,Max iteration,METHANL8LS,31,,,3,35,4,False,Objective is NaN,METHANL8LS,31,4345.0997644961435,92123449663.21432,28,59,1,False,TR radius too small,METHANL8LS,31,0.0006941605637865308,0.7575212115451784,999,1001,1001,False,Exceed max iterations
LUKSAN17LS,100,405007.441120189,10688.05640514232,1000,1101,1001,False,Max iteration,LUKSAN17LS,100,2.48344814352585,24.4704941207438,1000,1101,1001,False,Max iteration,LUKSAN17LS,100,1635152.8414391452,7.284052154236501e-10,1,101,1,True,First order condition met,LUKSAN17LS,100,0.49316129034577477,7.42481853853379e-05,999,1001,1001,False,Exceed max iterations
TOINTPSP,50,225.56137298078022,0.06512803001535941,1000,1051,1001,False,Max iteration,TOINTPSP,50,225.56040942188596,8.359096041420622e-07,620,670,620,True,First order condition met,TOINTPSP,50,403.28163556730885,69.30290827569253,1000,1051,1,False,Max iteration,TOINTPSP,50,225.56040942188585,9.68842316621955e-07,81,83,83,True,First order condition met
METHANB8LS,31,0.0033482228546993175,0.3259804836011687,1000,1032,1001,False,Max iteration,METHANB8LS,31,2.2348130067034295e-05,0.05657717935144766,1000,1032,1001,False,Max iteration,METHANB8LS,31,0.9794658171883923,19518331487.12129,31,62,1,False,TR radius too small,METHANB8LS,31,3.726347646087395e-08,7.620214146486707e-07,360,362,362,True,First order condition met
WATSON,12,0.001084286532120888,0.012683628825389983,1000,1013,1001,False,Max iteration,WATSON,12,1.967832734617464e-08,8.550705834185516e-05,1000,1013,1001,False,Max iteration,WATSON,12,0.005927658074906937,0.39707145635638874,1000,1013,1,False,Max iteration,WATSON,12,9.414536256887108e-08,5.547203752160427e-07,66,68,68,True,First order condition met
LUKSAN13LS,98,26390.791233226795,53.489131410183,1000,1099,1001,False,Max iteration,LUKSAN13LS,98,26284.531326715216,0.07945084593166858,1000,1099,1001,False,Max iteration,LUKSAN13LS,98,64352.0,291393568754.5033,26,124,1,False,TR radius too small,LUKSAN13LS,98,25188.859589645177,0.00010230071441125092,284,285,285,False,TR radius too small
DMN37143LS,99,569.1184995020144,3.8486347472181784e-07,3,102,3,True,First order condition met,DMN37143LS,99,569.1199818957275,1.0845762513953587e-07,1,100,1,True,First order condition met,DMN37143LS,99,569.1165647560107,7.687783209901354e-08,1,100,1,True,First order condition met,DMN37143LS,99,233.8348280884917,1.1524013467134957,999,1001,1001,False,Exceed max iterations
LUKSAN11LS,100,399.41784162785933,15.820815853011643,1000,1101,1001,False,Max iteration,LUKSAN11LS,100,377.4215567634912,9.00150256920585,1000,1101,1001,False,Max iteration,LUKSAN11LS,100,514.8550272864543,81719387.58076052,58,158,1,False,TR radius too small,LUKSAN11LS,100,147.0738841281346,43.80438015352933,999,1001,1001,False,Exceed max iterations
HATFLDGLS,25,0.0005267269194055837,0.005722313327032494,1000,1026,1001,False,Max iteration,HATFLDGLS,25,2.544654428437419e-06,0.00035459711524332346,1000,1026,1001,False,Max iteration,HATFLDGLS,25,0.005391490293903686,0.02813148608690735,1000,1026,1,False,Max iteration,HATFLDGLS,25,1.4340727486151574e-13,8.424673985224992e-07,60,62,62,True,First order condition met
DIAMON2DLS,66,1661863.116181928,4.721936631736918e-07,2,68,2,True,First order condition met,DIAMON2DLS,66,1661862.0874204137,7.715974438290817e-07,1,67,1,True,First order condition met,DIAMON2DLS,66,1662009.095420437,6.9014382439702206e-09,1,67,1,True,First order condition met,DIAMON2DLS,66,9033.788262317661,1894.0781747415438,999,1001,1001,False,Exceed max iterations
ERRINRSM,50,152873.0724054592,3648971499.801927,28,78,28,False,TR radius too small,ERRINRSM,50,152873.0724054592,19307367383.018692,28,78,28,False,TR radius too small,ERRINRSM,50,152873.0724054592,10841244155.641361,28,78,1,False,TR radius too small,ERRINRSM,50,38.361250540491184,0.07715572040031163,999,1001,1001,False,Exceed max iterations
LUKSAN16LS,100,,,1,102,2,False,Objective is NaN,LUKSAN16LS,100,,,1,102,2,False,Objective is NaN,LUKSAN16LS,100,,,1,102,1,False,Objective is NaN,LUKSAN16LS,100,3.5696968772267814,5.798861805349636e-05,59,60,60,False,TR radius too small
ERRINROS,50,110181.77599999998,327989689859.92566,28,78,28,False,TR radius too small,ERRINROS,50,110181.77599999998,10789920192.024832,28,78,28,False,TR radius too small,ERRINROS,50,110181.77599999998,23576877357.896423,28,78,1,False,TR radius too small,ERRINROS,50,40.144185243117796,0.8492976361707406,999,1001,1001,False,Exceed max iterations
TOINTGOR,50,1373.905460664794,7.69638462087971e-05,1000,1051,1001,False,Max iteration,TOINTGOR,50,1373.9054606641284,3.128685359609602e-05,317,367,317,False,TR radius too small,TOINTGOR,50,1415.3839840358787,7.362288919409169,1000,1051,1,False,Max iteration,TOINTGOR,50,1373.9054606636444,9.799952128833035e-07,119,121,121,True,First order condition met
OSBORNEB,11,0.04200719858944199,0.009088786001025688,1000,1012,1001,False,Max iteration,OSBORNEB,11,0.04013773629377603,7.967436274016325e-07,805,816,805,True,First order condition met,OSBORNEB,11,0.04143227335571256,0.0072060212854331805,1000,1012,1,False,Max iteration,OSBORNEB,11,0.040137736293767316,8.840317427308974e-07,129,131,131,True,First order condition met
HYDC20LS,99,1341.6625208673881,3.150791389556969e+129,26,125,26,False,TR radius too small,HYDC20LS,99,764.9187678491155,7.314896927452233e+133,26,125,26,False,TR radius too small,HYDC20LS,99,1305.8483522543047,1.47278411222185e+136,26,125,1,False,TR radius too small,HYDC20LS,99,0.20782791160243674,0.3875833794703099,999,1001,1001,False,Exceed max iterations
LUKSAN14LS,98,124.45895444702644,0.25170435154392795,1000,1099,1001,False,Max iteration,LUKSAN14LS,98,124.66159973428353,1.0727071939544452,1000,1099,1001,False,Max iteration,LUKSAN14LS,98,26880.0,216707224819.90515,26,124,1,False,TR radius too small,LUKSAN14LS,98,124.69586708105638,9.717079213777769e-07,240,242,242,True,First order condition met
MANCINO,100,1103212552873.3533,7.379519206051516e-08,42,142,42,True,First order condition met,MANCINO,100,1100454272117.725,5.397347388524492e-07,31,131,31,True,First order condition met,MANCINO,100,1103212569430.8875,1.4048281927814891e-08,1,101,1,True,First order condition met,MANCINO,100,3.465400677526559e-11,0.01648630140076894,63,64,64,False,TR radius too small
DMN15103LS,99,1643458.4117641035,6.951225807613584e-08,2,101,2,True,First order condition met,DMN15103LS,99,14106.80937169231,0.00028268288474522053,65,164,65,False,TR radius too small,DMN15103LS,99,1643475.2929821603,1.3475061719536583e-08,2,101,1,True,First order condition met,DMN15103LS,99,389.24891450534625,325.4136200512461,999,1001,1001,False,Exceed max iterations
DMN37142LS,66,3184.971824535239,10331.639660772056,1000,1067,1001,False,Max iteration,DMN37142LS,66,10113.239461316169,282252.78901583934,73,139,73,False,TR radius too small,DMN37142LS,66,105128.43035727645,8.978569296782138e-07,1,67,1,True,First order condition met,DMN37142LS,66,256.28427995096706,1.8398464585776226,999,1001,1001,False,Exceed max iterations
TRIGON1,10,0.08698938125020243,0.012265904305958388,1000,1011,1001,False,Max iteration,TRIGON1,10,0.29511006992956046,6.621332940584495e-07,148,158,148,True,First order condition met,TRIGON1,10,0.5200157345631369,0.0006896241820828196,1000,1011,1,False,Max iteration,TRIGON1,10,1.9396882462424322e-14,7.803621200968348e-07,35,37,37,True,First order condition met
PARKCH,15,,,1,17,2,False,Objective is NaN,PARKCH,15,,,1,17,2,False,Objective is NaN,PARKCH,15,,,1,17,1,False,Objective is NaN,PARKCH,15,,,0,2,2,False,Obj is nan or +/-inf
CHNRSNBM,50,662.3136276157535,586.3408198368395,1000,1051,1001,False,Max iteration,CHNRSNBM,50,494.6361371627938,806.3944685452218,1000,1051,1001,False,Max iteration,CHNRSNBM,50,8633.49433156,9979592821.210606,26,76,1,False,TR radius too small,CHNRSNBM,50,17.55405772239311,9.529530209280823e-06,881,882,882,False,TR radius too small
TRIGON2,10,2.8307791908285345,0.004517530908236786,1000,1011,1001,False,Max iteration,TRIGON2,10,5.484650646139136,5.67033499850333e-07,280,290,280,True,First order condition met,TRIGON2,10,5.975016006546201,0.7378535806125489,1000,1011,1,False,Max iteration,TRIGON2,10,5.385433533303188,8.292501324533807e-07,30,32,32,True,First order condition met
LUKSAN12LS,98,32160.0,1591154791.7058291,26,124,26,False,TR radius too small,LUKSAN12LS,98,32160.0,80473603.25662312,26,124,26,False,TR radius too small,LUKSAN12LS,98,32160.0,7.450296574111822e+18,26,124,1,False,TR radius too small,LUKSAN12LS,98,2129.075305371178,0.003182517975868089,999,1001,1001,False,Exceed max iterations
